<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FEROS,d,20051225,000000,8,8,8,8,86973
FEROS,d,20051226,000000,8,8,8,8,16570
FEROS,d,20051227,000000,8,8,8,8,6785
FEROS,d,20051228,000000,8,8,8,8,12437
FEROS,d,20051231,000000,8,8,8,8,3010
FEROS,d,20060103,000000,8,8,8,8,2472
FEROS,d,20060104,000000,7,8,7,8,7532
FEROS,d,20060107,000000,7,8,7,8,3552
FEROS,d,20060108,000000,7,8,7,8,2585
FEROS,d,20060109,000000,7,8,7,8,2010
FEROS,d,20060117,000000,7,7,7,7,35998
FEROS,d,20060122,000000,7,7,7,7,5807
FEROS,d,20060125,000000,7,7,7,7,7800
FEROS,d,20060129,000000,7,7,7,7,31681
FEROS,d,20060204,000000,7,7,7,7,11368
FEROS,d,20060205,000000,7,7,7,7,20030
FEROS,d,20060213,000000,7,7,7,7,2010
FEROS,d,20060215,000000,7,7,7,7,10714
FEROS,d,20060218,000000,7,7,7,7,690
FEROS,d,20060221,000000,7,7,7,7,28748
FEROS,d,20060226,000000,7,7,7,7,4010
FEROS,d,20060304,000000,7,7,7,7,10540
FEROS,d,20060306,000000,7,7,7,7,5000
FEROS,d,20060307,000000,7,7,7,7,9956
FEROS,d,20060308,000000,7,7,7,7,21000
FEROS,d,20060311,000000,7,7,7,7,18010
FEROS,d,20060312,000000,7,7,7,7,15520
FEROS,d,20060314,000000,7,7,7,7,2950
FEROS,d,20060315,000000,7,7,7,7,10335
FEROS,d,20060318,000000,7,7,7,7,10686
FEROS,d,20060328,000000,7,7,7,7,200
FEROS,d,20060424,000000,7,7,7,7,7125
FEROS,d,20060426,000000,7,7,7,7,3010
FEROS,d,20060506,000000,7,7,7,7,5619
FEROS,d,20060507,000000,7,7,7,7,3260
FEROS,d,20060509,000000,7,7,7,7,3010
FEROS,d,20060510,000000,7,7,7,7,2425
FEROS,d,20060513,000000,7,7,7,7,2854
FEROS,d,20060517,000000,7,7,7,7,2410
FEROS,d,20060520,000000,7,7,7,7,1132
FEROS,d,20060528,000000,7,7,7,7,510
FEROS,d,20070410,000000,7,7,7,7,150010
FEROS,d,20070416,000000,7,7,7,7,310
FEROS,d,20070417,000000,7,7,7,7,3320
FEROS,d,20070421,000000,7,7,7,7,86205
FEROS,d,20070422,000000,7,7,7,7,58638
FEROS,d,20070424,000000,7,7,7,7,320
FEROS,d,20070501,000000,7,7,7,7,3610
FEROS,d,20070502,000000,7,7,7,7,6097
FEROS,d,20070508,000000,7,7,7,7,10638
FEROS,d,20070509,000000,6,7,6,7,284376
FEROS,d,20070514,000000,6,7,6,7,8975
FEROS,d,20070515,000000,6,6,6,6,18603
FEROS,d,20070519,000000,6,6,6,6,20010
FEROS,d,20070520,000000,6,6,6,6,5514
FEROS,d,20070522,000000,6,6,6,6,14610
FEROS,d,20070526,000000,6,6,6,6,20745
FEROS,d,20070528,000000,6,6,6,6,1290
FEROS,d,20070530,000000,6,6,6,6,182
FEROS,d,20070602,000000,6,6,6,6,8005
FEROS,d,20070603,000000,6,6,6,6,6610
FEROS,d,20070609,000000,6,6,6,6,25015
FEROS,d,20070611,000000,7,7,6,6,29165
FEROS,d,20070612,000000,6,6,6,6,572
FEROS,d,20070617,000000,6,6,6,6,10978
FEROS,d,20070620,000000,6,6,6,6,2811
FEROS,d,20070716,000000,7,7,7,7,5000
FEROS,d,20070718,000000,7,7,7,7,2393
FEROS,d,20070721,000000,7,7,7,7,3042
FEROS,d,20070722,000000,7,7,7,7,20132
FEROS,d,20070723,000000,7,7,7,7,39443
FEROS,d,20070730,000000,7,7,7,7,21085
FEROS,d,20070731,000000,7,7,7,7,6190
FEROS,d,20070801,000000,7,7,7,7,2000
FEROS,d,20070807,000000,7,7,7,7,6010
FEROS,d,20070808,000000,7,7,7,7,446
FEROS,d,20070820,000000,7,7,7,7,100
FEROS,d,20070821,000000,7,7,7,7,1000
FEROS,d,20070826,000000,7,7,7,7,1010
FEROS,d,20070827,000000,7,7,7,7,64214
FEROS,d,20070828,000000,7,7,7,7,20000
FEROS,d,20070904,000000,7,7,7,7,20010
FEROS,d,20070908,000000,7,7,7,7,110
FEROS,d,20070916,000000,7,7,7,7,8867
FEROS,d,20071023,000000,7,7,7,7,1133
FEROS,d,20071104,000000,7,7,7,7,100
FEROS,d,20071226,000000,7,7,7,7,90797
FEROS,d,20080405,000000,13,13,13,13,60000
FEROS,d,20080426,000000,13,13,13,13,10000
FEROS,d,20080507,000000,12,13,12,13,2218
FEROS,d,20080512,000000,13,13,13,13,65372
FEROS,d,20080519,000000,13,13,13,13,36072
FEROS,d,20080528,000000,13,13,13,13,5000
FEROS,d,20080601,000000,13,13,13,13,851
FEROS,d,20080611,000000,13,13,13,13,891
FEROS,d,20080826,000000,18,19,18,18,10287
FEROS,d,20080830,000000,18,18,18,18,1510
FEROS,d,20080921,000000,18,18,18,18,32526
FEROS,d,20080923,000000,19,19,18,18,43282
FEROS,d,20080924,000000,19,19,19,19,79010
FEROS,d,20080927,000000,18,19,18,19,643
FEROS,d,20080928,000000,18,19,18,19,46110
FEROS,d,20080929,000000,18,19,18,19,3203
FEROS,d,20080930,000000,18,19,18,19,10462
FEROS,d,20081005,000000,19,19,19,19,40
FEROS,d,20081006,000000,19,19,19,19,20
FEROS,d,20081007,000000,19,19,19,19,1010
FEROS,d,20081008,000000,19,19,19,19,34500
FEROS,d,20081011,000000,19,19,19,19,41006
FEROS,d,20081015,000000,19,19,19,19,296
FEROS,d,20081018,000000,19,19,19,19,9352
FEROS,d,20081104,000000,18,18,18,18,141544
FEROS,d,20081105,000000,18,19,18,18,14700
FEROS,d,20081108,000000,19,19,18,18,510
FEROS,d,20081109,000000,19,19,18,18,4334
FEROS,d,20081110,000000,19,19,18,18,520
FEROS,d,20081112,000000,19,19,18,18,3936
FEROS,d,20081115,000000,19,19,18,18,9510
FEROS,d,20081116,000000,18,18,18,18,8010
FEROS,d,20081119,000000,18,18,18,18,104000
FEROS,d,20081122,000000,18,18,17,18,1177839
FEROS,d,20081214,000000,17,17,17,17,60470
FEROS,d,20081215,000000,17,17,17,17,10
FEROS,d,20081216,000000,17,17,17,17,470
FEROS,d,20081228,000000,17,17,17,17,1
FEROS,d,20081229,000000,17,17,17,17,407528
FEROS,d,20081231,000000,17,17,17,17,1000
FEROS,d,20090131,000000,16,18,16,18,7674
FEROS,d,20090201,000000,18,18,18,18,1000
FEROS,d,20090202,000000,18,18,18,18,33830
FEROS,d,20090204,000000,18,18,18,18,892
FEROS,d,20090208,000000,18,18,18,18,4138
FEROS,d,20090209,000000,18,18,18,18,1000
FEROS,d,20090214,000000,18,18,18,18,2464
FEROS,d,20090215,000000,18,18,18,18,150400
FEROS,d,20090217,000000,19,19,19,19,10000
FEROS,d,20090218,000000,19,19,19,19,24203
FEROS,d,20090221,000000,19,19,19,19,47400
FEROS,d,20090222,000000,19,19,19,19,72464
FEROS,d,20090223,000000,20,20,19,19,109000
FEROS,d,20090302,000000,20,20,20,20,20000
FEROS,d,20090310,000000,19,19,19,19,855
FEROS,d,20090425,000000,19,19,19,19,2000
FEROS,d,20090426,000000,19,19,19,19,2000
FEROS,d,20090427,000000,19,19,19,19,20020
FEROS,d,20090428,000000,19,19,19,19,1522
FEROS,d,20090523,000000,18,18,17,18,32600
FEROS,d,20090524,000000,17,17,17,17,5867
FEROS,d,20090527,000000,17,17,17,17,6000
FEROS,d,20090530,000000,17,17,17,17,110
FEROS,d,20090601,000000,17,17,17,17,360
FEROS,d,20090602,000000,17,17,17,17,13210
FEROS,d,20090603,000000,17,18,17,18,423768
FEROS,d,20090606,000000,18,18,18,18,19550
FEROS,d,20090607,000000,18,18,18,18,38317
FEROS,d,20090608,000000,18,18,18,18,31442
FEROS,d,20090609,000000,18,18,18,18,34815
FEROS,d,20090610,000000,18,18,18,18,41400
FEROS,d,20090613,000000,19,19,19,19,99416
FEROS,d,20090614,000000,19,19,18,18,55914
FEROS,d,20090616,000000,18,18,18,18,2857
FEROS,d,20090617,000000,18,19,18,19,76725
FEROS,d,20090628,000000,19,19,19,19,5000
FEROS,d,20090629,000000,19,19,19,19,30000
FEROS,d,20090630,000000,19,19,19,19,11331
FEROS,d,20090701,000000,19,19,19,19,110266
FEROS,d,20090705,000000,19,19,18,18,60144
FEROS,d,20090707,000000,19,19,19,19,2500
FEROS,d,20090711,000000,18,18,18,18,72513
FEROS,d,20090712,000000,18,18,18,18,9306
FEROS,d,20090714,000000,18,18,17,17,71100
FEROS,d,20090715,000000,18,18,18,18,20000
FEROS,d,20090721,000000,18,18,18,18,68700
FEROS,d,20090722,000000,17,17,17,17,9500
FEROS,d,20090802,000000,18,18,18,18,46000
FEROS,d,20090805,000000,19,19,19,19,5910
FEROS,d,20090808,000000,19,19,19,19,20000
FEROS,d,20090809,000000,19,19,19,19,40000
